District,STATE,floamy,sandy,clayskeletal,clayey
Lakhlsarai,Bihar,0.568551064,0.030253191,0,0.248682979
Lakshadweep,Lakshadweep,0,0,0,0
Lalitpur,Uttar Pradesh,0.315233495,0,0,0.272362621
Latehar,Jharkhand,0.458546108,0.018139521,0,0.305835329
Latr,Maharashtra,0.594107018,0,0.008192281,0.342561053
Lawngtlai,Mizoram,0.345435714,0,0,0.389726531
Leh,Ladakh,0.028457876,0.100878743,0,0
Lepa Rada,Arunachal Pradesh,0.413753333,0,0,0.35603
Lohardaga,Jharkhand,0.398098361,0,0,0.22947377
Lohit,Arunachal Pradesh,0.546370968,0.025442742,0,0.132099194
Longding,Arunachal Pradesh,0.169988889,0,0.245705556,0.346763889
Longleng,Nagaland,0.376021739,0,0.010821739,0.28513913
Lower Dibang Valley,Arunachal Pradesh,0.539806338,0.002528873,0,0.098161268
Lower Siang,Arunachal Pradesh,0.422150685,0.030352055,0,0.027568493
Lower Subansiri,Arunachal Pradesh,0.137273418,0.084407595,0,0.607903797
Lucknow,Uttar Pradesh,0.751829,0.015924,0,0.055761
Ludhiana,Punjab,0.660784459,0.12115473,0,0.011490541
Lunglei,Mizoram,0.32311768,0,0,0.562948619
Madhepura,Bihar,0.505733784,0.391814865,0,0
Madhubani,Bihar,0.677224476,0.093406993,0,0.000730769
Madurai,Tamil Nadu,0.061789865,0,0.164638514,0.584392568
Mahabubabad,Telangana,0.206038129,0,0.11898705,0.286629496
Mahabubnagar,Telangana,0.217394545,0,0,0.437205455
Maharajganj,Uttar Pradesh,0.654792308,0,0,0.174217094
Mahasamund,Chhattlsgarh,0.690417989,0,0.024012169,0.217388889
Mahe,Puducherry,0,0,0,0.859143092
Mahendragarh,Haryana,0.323114865,0.418836486,0,0
Mahesana,Gujarat,0.927833333,0.010814444,0,0
Mahisagar,Gujarat,0.682668317,0,0,0.186351485
Mahoba,Uttar Pradesh,0.402018462,0,0,0.550184615
Mainpuri,Uttar Pradesh,0.63699375,0.001529464,0,0.037158036
Majuli,Assam,0.364335294,0.012609804,0,0
Malappuram,Kerala,0.159364336,0.000106294,0.228551049,0.564851748
Maldah,West Bengal,0.689897902,0,0,0.094631469
Malkangiri,Odisha,0.481251724,0,0,0.369771983
Mamit,Mizoram,0.543444715,0,0,0.451047967
Mancherial,Telangana,0.128923377,0,0.068772727,0.633629221
Mandi,Himachal Pradesh,0.686512821,0.021392308,0,0
Mandla,Madhya Pradesh,0.653252013,0,0,0.29942953
Mandsaur,Madhya Pradesh,0.080705381,0,0.041243049,0.632599103
Mandya,Karnataka,0,0,0.449791282,0.378712821
Mansa,Punjab,0.842436471,0.079470588,0,0.00028
Marigaon,Assam,0.505295,0,0,0.230626667
Mathura,Uttar Pradesh,0.856466154,0,0,0
Mau,Uttar Pradesh,0.822149254,0,0,0.002259701
Mayrbhanj,Odisha,0.571808393,0,0,0.380781295
Medak,Telangana,0.070953333,0,0.128095238,0.427825714
Medchalmalkajgiri,Telangana,0.129804444,0,0.111282222,0.077862222
Meerut,Uttar Pradesh,0.847589423,0.011392308,0,0
Mewat,Haryana,0.572126667,0.274003333,0,0.089748333
Mirzapur,Uttar Pradesh,0.516706742,0.145757303,0,0.19920618
Mlrpur,Jammu And Kashmlr,0.604066438,0,0,0
Moga,Punjab,0.864215217,0.036225,0,0
Mokokchung,Nagaland,0.715081538,0,0,0.200410769
Mon,Nagaland,0.231165517,0,0.029329885,0.69446092
Moradabad,Uttar Pradesh,0.626126582,0.214660759,0,0.027225316
Morbi,Gujarat,0.046541414,0,0,0.779600505
Morena,Madhya Pradesh,0.243807692,0,0,0.662280513
Mulugu,Telangana,0.374854706,0,0.142578824,0.289338824
Mumbai City,Maharashtra,0,0,0,0.008698576
Mungeli,Chhattlsgarh,0.451519266,0,0,0.365863303
Munger,Bihar,0.507316071,0.001196429,0,0.2173375
Murshidabad,West Bengal,0.231956808,0,0,0.494325352
Muzaffarabad,Jammu And Kashmlr,0.036203141,0.000102094,0,0
Muzaffarnagar,Uttar Pradesh,0.845497248,0.032470642,0,0
Muzaffarpur,Bihar,0.792446825,0,0,0.046207143
Mysru,Karnataka,0.069324706,0,0.188399608,0.618716078
Nabarangapur,Odisha,0.463705455,0,0,0.477487273
Nadia,West Bengal,0.372236076,0.020532278,0,0.259215823
Nagaon,Assam,0.595385294,0.019870588,0,0.196952941
Nagapattinam,Tamil Nadu,0.067268807,0.045319266,0,0.601255963
Nagarkurnool,Telangana,0.289709921,0,0.165128968,0.253138492
Nagaur,Rajasthan,0.339574085,0.607528873,0,0
Nagpur,Maharashtra,0.267341058,0,0,0.645620151
Nainital,Uttarakhand,0.86211875,0.018035625,0,0
Nalanda,Bihar,0.34241383,0,0,0.56012234
Nalbari,Assam,0.764455,0,0,0
Nalgonda,Telangana,0.200336491,0,0.150707018,0.332156842
Namakkal,Tamil Nadu,0.254344366,0,0.280040141,0.11713662
Namsai,Arunachal Pradesh,0.914594444,0,0,0.012312963
Nanded,Maharashtra,0.177351179,0,0.000787028,0.740720283
Nandurbar,Maharashtra,0.387371489,0,0,0.448888511
Naparha,Odisha,0.727829299,0,0,0.233203185
Narainpur,Chhattlsgarh,0.733953947,0,0,0.22055
Narayanpet,Telangana,0.021202062,0,0.158708247,0.461238144
Narmada,Gujarat,0.029355455,0,0,0.789601818
Narshimapura,Madhya Pradesh,0.184894581,0,0,0.742204433
Nashik,Maharashtra,0.596435749,0,0,0.325734622
Navsari,Gujarat,0.064448315,0,0,0.680946067
Nawada,Bihar,0.302980808,0,0,0.581609091
Nayagarh,Odisha,0.497393671,0,0,0.447012658
New Delhi,Delhi,0.358614286,0,0,0
Nicobar,Andaman  Nicobar,0.0670125,0,0,0
Nimach,Madhya Pradesh,0.343469048,0,0,0.266450595
Nirmal,Telangana,0.153319178,0,0.140289726,0.590113014
Nivari,Madhya Pradesh,0.296428261,0,0,0.364495652
Nizamabad,Telangana,0.200107101,0,0.315345562,0.231312426
Nllgiris,Tamil Nadu,0.025529897,0,0.267263918,0.691075258
Nonei,Manipur,0.050686957,0,0.725021739,0.046904348
North,Delhi,0.562290909,0.032109091,0,0
North,Delhi,0.562290909,0.032109091,0,0
North,Delhi,0.562290909,0,0,0
North,Delhi,0.562290909,0,0,0
North,Delhi,0.181648555,0.032109091,0,0
North,Delhi,0.181648555,0.032109091,0,0
North,Delhi,0.181648555,0,0,0
North,Delhi,0.181648555,0,0,0
North,Sikkim,0.562290909,0.032109091,0,0
North,Sikkim,0.562290909,0.032109091,0,0
North,Sikkim,0.562290909,0,0,0
North,Sikkim,0.562290909,0,0,0
North,Sikkim,0.181648555,0.032109091,0,0
North,Sikkim,0.181648555,0.032109091,0,0
North,Sikkim,0.181648555,0,0,0
North,Sikkim,0.181648555,0,0,0
North  Middle Andaman,Andaman  Nicobar,0.373257353,0.003953676,0,0.019121324
North East,Delhi,0.15725,0,0,0
North Garo Hills,Meghalaya,0.278131915,0,0,0.711965957
North Goa,Goa,0.141804348,0,0.23883913,0.352415942
North Tripura,Tripura,0.49904717,0,0,0.301783019
North Twentyfour Parganas,West Bengal,0.224738994,0,0.015237736,0.153207547
North West,Delhi,0.461385714,0.021657143,0,0
Pakke Kessang,Arunachal Pradesh,0.613478205,0,0,0.016878205
Pakur,Jharkhand,0.133424658,0,0,0.705027397
Palakkad,Kerala,0.274382222,0,0.027085556,0.533116111
Palamu,Jharkhand,0.454493258,0,0,0.399276404
Palghar,Maharashtra,0.663139623,0,0,0.124728774
Pali,Rajasthan,0.698780652,0.200395112,0,0
Palwal,Haryana,0.642596364,0.124274545,0,0.130563636
Panch Mahals,Gujarat,0.407466165,0.001939098,0,0.502706015
Panchkula,Haryana,0.185183333,0.000116667,0,0
Panlpat,Haryana,0.812467308,0.039019231,0,0
Panna,Madhya Pradesh,0.425884561,0.018180702,0,0.525521053
Papumpare,Arunachal Pradesh,0.272837681,0.00115,0,0.257471014
Parbhani,Maharashtra,0.191456863,0,0,0.734814118
Paren,Nagaland,0.358269231,0,0.013023077,0.400955128
Paschim Barddhaman,West Bengal,0.649515493,0,0,0.069369014
Paschim Medinlpur,West Bengal,0.506773518,0,0,0.35956917
Pashchimi Champaran,Bihar,0.569902885,0.208269712,0,0
Patan,Gujarat,0.604860699,0.030737991,0,0.269963755
Pathankot,Punjab,0.56196,0.0915325,0,0
Patiala,Punjab,0.738002985,0,0,0.157566418
Patna,Bihar,0.245592248,0,0,0.488212403
Pattanamthitta,Kerala,0.040064486,0,0.198229907,0.717728037
Pauri Garhwal,Uttarakhand,0.724316038,0.028178774,0,0
Peddapalli,Telangana,0.126263333,0,0.12955,0.469221111
Perambalr,Tamil Nadu,0,0,0.139607042,0.679235211
Phek,Nagaland,0.462186486,0,0.244178378,0.255063514
Pherzawl,Manipur,0.434795349,0,0.442644186,0.098234884
Pithoragarh,Uttarakhand,0.348544792,0,0,0
Plllbhlt,Uttar Pradesh,0.769440397,0.064777483,0,0.001049669
Pnch,Jammu And Kashmlr,0.856398225,0,0,0
Porbandar,Gujarat,0,0.023579348,0,0.292490217
Potti Sriramulu Nellore,Andhra Pradesh,0.066040338,0.008071857,0.0942606,0.577670544
Prakasam,Andhra Pradesh,0.019139802,0.004470963,0.114500283,0.525179178
Pratapgarh,Rajasthan,0.110466851,0,0.03730884,0.386439227
Pratapgarh,Rajasthan,0.110466851,0,0,0.386439227
Pratapgarh,Rajasthan,0.110466851,0.016414384,0.03730884,0.386439227
Pratapgarh,Rajasthan,0.110466851,0.016414384,0,0.386439227
Pratapgarh,Rajasthan,0.609639041,0,0.03730884,0.386439227
Pratapgarh,Rajasthan,0.609639041,0,0,0.386439227
Pratapgarh,Rajasthan,0.609639041,0.016414384,0.03730884,0.386439227
Pratapgarh,Rajasthan,0.609639041,0.016414384,0,0.386439227
Pratapgarh,Uttar Pradesh,0.110466851,0,0.03730884,0.286963014
Pratapgarh,Uttar Pradesh,0.110466851,0,0,0.286963014
Pratapgarh,Uttar Pradesh,0.110466851,0.016414384,0.03730884,0.286963014
Pratapgarh,Uttar Pradesh,0.110466851,0.016414384,0,0.286963014
Pratapgarh,Uttar Pradesh,0.609639041,0,0.03730884,0.286963014
Pratapgarh,Uttar Pradesh,0.609639041,0,0,0.286963014
Pratapgarh,Uttar Pradesh,0.609639041,0.016414384,0.03730884,0.286963014
Pratapgarh,Uttar Pradesh,0.609639041,0.016414384,0,0.286963014
Prayagraj,Uttar Pradesh,0.46281086,0.132366063,0,0.267302715
Prbi Champaran,Bihar,0.768925786,0,0,0.027853459
Prnia,Bihar,0.640632061,0.221953435,0,0
Puducherry,Puducherry,0.041552941,0,0,0.818794118
Pudukkottai,Tamil Nadu,0.219054211,0.002849474,0.174710526,0.167874211
Pulwama,Jammu And Kashmlr,0.662875,0.036311111,0,0
Pune,Maharashtra,0.406787601,0,0,0.482380515
Purba Barddhaman,West Bengal,0.140323786,0,0,0.698229612
Purba Medinlpur,West Bengal,0.100548101,0,0,0.707777848
Puri,Odisha,0.160778832,0.008668613,0,0.402437226
Puruliya,West Bengal,0.654173684,0,0,0.221259109
Raibeareli,Uttar Pradesh,0.738101911,0.083029936,0,0.05616051
Raichr,Karnataka,0.037999401,0,0.129486527,0.72417994
Raigarh,Chhattlsgarh,0.635323843,0,0.026960142,0.175649822
Raipur,Chhattlsgarh,0.01964661,0,0,0.802548305
Raisen,Madhya Pradesh,0.021217836,0,0.014340936,0.798279532
Raj Nandgaon,Chhattlsgarh,0.504589877,0,0,0.434793252
Raj Samand,Rajasthan,0.58204918,0.008398907,0,0
Rajauri,Jammu And Kashmlr,0.916831193,0,0,0
Rajgarh,Madhya Pradesh,0.039988664,0,0,0.841525506
Rajkot,Gujarat,0.036660323,0,0.012609355,0.838644516
Ramanagaram,Karnataka,0,0,0.658217021,0.195968085
Ramanathapuram,Tamil Nadu,0.012538994,0.008195597,0.035084906,0.696228302
Ramban,Jammu And Kashmlr,0.927438462,0,0,0
Ramgarh,Jharkhand,0.367110909,0,0,0.479796364
Rampur,Uttar Pradesh,0.864603191,0.043805319,0,0.051185106
Ranchi,Jharkhand,0.500013793,0,0,0.437328571
Rangareddy,Telangana,0.021686139,0,0.165545545,0.642623267
Ranippettai,Tamil Nadu,0.013790667,0,0.003856,0.490296
Ranjanna Sircilla,Telangana,0.172522078,0,0.206446753,0.258967532
Ratlam,Madhya Pradesh,0.000277604,0,0.153991667,0.702286979
Ratnagiri,Maharashtra,0.772380303,0.003572121,0.030608788,0.082001818
Rayagarha,Odisha,0.419436271,0,0.090035932,0.469783729
Raygad,Maharashtra,0.64422482,0.009580216,0,0.18606259
Rewa,Madhya Pradesh,0.4215116,0.0031788,0,0.5323636
Rewari,Haryana,0.234663636,0.661377273,0,0.008822727
Riasi,Jammu And Kashmlr,0.793094521,0.012657534,0,0
Ribhoi,Meghalaya,0.092587097,0,0,0.86805914
Rohtak,Haryana,0.908114706,0.016729412,0,0
Rohtas,Bihar,0.310405298,0,0,0.534436424
Rpnagar,Punjab,0.294567857,0.048798214,0,0.000216071
Rudraprayag,Uttarakhand,0.613212821,0.111248718,0,0
Sabar Kantha,Gujarat,0.604096319,0,0,0.19466135
Sagar,Madhya Pradesh,0.251070936,0,0,0.64581798
Saharanpur,Uttar Pradesh,0.719230263,0.108771711,0,0.001097368
Saharsa,Bihar,0.491227941,0.313847059,0,0
Sahibganj,Jharkhand,0.3913,0,0,0.362994186
Saiha,Mizoram,0.54335,0,0,0.14405
Salem,Tamil Nadu,0.213458848,0,0.16887037,0.284786831
Samastlpur,Bihar,0.793326606,0,0,0.0904
Samba,Jammu And Kashmlr,0.453071795,0,0,0
Sambalpur,Odisha,0.438252256,0,0,0.446196617
Sambhal,Uttar Pradesh,0.778305941,0.137867327,0,0.001363366
Sangareddy,Telangana,0.084889205,0,0.110415341,0.619027841
Sangli,Maharashtra,0.46365226,0,0,0.500234463
Sangrr,Punjab,0.898409929,0.018040426,0,0.002431915
Santkabirnagar,Uttar Pradesh,0.804078125,0,0,0.032435938
Saraikelakharsawan,Jharkhand,0.410915741,0,0,0.27309537
Saran,Bihar,0.746743396,0,0,0.067401887
Sas Nagar Sahlbzada Ajlt Singh Nagar,Punjab,0.640062791,0.023167442,0,0.00465814
Satara,Maharashtra,0.685528744,0,0.003735266,0.241299275
Satna,Madhya Pradesh,0.478651307,0,0,0.425940523
Sawai Madhopur,Rajasthan,0.311040291,0.041179612,0,0.267816505
Sehore,Madhya Pradesh,0.125115649,0.009430534,0.175180153,0.592177863
Senapati,Manipur,0.626337143,0,0.034461429,0.282741429
Seoni,Madhya Pradesh,0.505711364,0,0,0.458117614
Sepahijala,Tripura,0.675811905,0,0,0.190890476
Serchhlp,Mizoram,0.495535593,0,0,0.47639661
Shahadra,Delhi,0.089137462,0,0,0
Shahdol,Madhya Pradesh,0.68788326,0.117844053,0,0.106959471
Shahjahanpur,Uttar Pradesh,0.777167442,0.054627326,0,0.063768605
Shahld Bhagat Singh Nagar,Punjab,0.54328,0.25681,0,0.065486
Shajapur,Madhya Pradesh,0.014521127,0,0.013239437,0.93405493
Shamli,Uttar Pradesh,0.685886,0.176062,0,0
Sheikhpura,Bihar,0.191262069,0,0,0.742186207
Sheohar,Bihar,0.917964706,0,0,0.003058824
Sheopur,Madhya Pradesh,0.443705185,0.00829,0,0.31870963
Shi Yomi,Arunachal Pradesh,0,0,0,0
Shimla,Himachal Pradesh,0.454039024,0.167657073,0,0
Shivamogga,Karnataka,0.060116129,0,0.236981818,0.47586393
Shivpuri,Madhya Pradesh,0.239788452,0,0,0.556103194
Shrawasti,Uttar Pradesh,0.490311538,0.169910256,0,0.111830769
Shuplyan,Jammu And Kashmlr,0.559295238,0,0,0
Siang,Arunachal Pradesh,0.060035971,0,0,0.599691367
Sibsagar,Assam,0.809442424,0.001113636,0,0.000837879
Siddharthnagar,Uttar Pradesh,0.750110833,0,0,0.050615
Siddipet,Telangana,0.00384,0,0.125128966,0.296988966
Sidhi,Madhya Pradesh,0.500558031,0,0,0.436412953
Simdega,Jharkhand,0.561972667,0,0,0.265944
Sindhudurg,Maharashtra,0.854879902,0,0.000925,0.082223039
Singrauli,Madhya Pradesh,0.425183406,0,0,0.446900437
Sirmaur,Himachal Pradesh,0.653425439,0.031809649,0,0.003544737
Sirohi,Rajasthan,0.436213462,0.158159615,0,0.040687981
Sirsa,Haryana,0.600697701,0.327862069,0,0.022465517
Sivaganga,Tamil Nadu,0.131518343,0,0.442293491,0.233161538
Siwan,Bihar,0.786277528,0,0,0.050389888
Slkar,Rajasthan,0.115996753,0.736594481,0,0
Sltamarhi,Bihar,0.509954118,0,0,0.276408235
Sltapur,Uttar Pradesh,0.866845494,0.043077253,0,0
Solan,Himachal Pradesh,0.165632432,0.052318919,0,0
Solapur,Maharashtra,0.300442289,0,0,0.637438143
Sonbhadra,Uttar Pradesh,0.172133571,0,0,0.460302143
Sonitpur,Assam,0.778894167,0,0,1.25E-05
Sonlpat,Haryana,0.840232558,0.045113953,0,0
South,Delhi,0.5829,0,0,0
South,Delhi,0.5829,0,0,0
South,Delhi,0.5829,0,0,0
South,Delhi,0.5829,0,0,0
South,Delhi,0.896085714,0,0,0
South,Delhi,0.896085714,0,0,0
South,Delhi,0.896085714,0,0,0
South,Delhi,0.896085714,0,0,0
South,Sikkim,0.5829,0,0,0
South,Sikkim,0.5829,0,0,0
South,Sikkim,0.5829,0,0,0
South,Sikkim,0.5829,0,0,0
South,Sikkim,0.896085714,0,0,0
South,Sikkim,0.896085714,0,0,0
South,Sikkim,0.896085714,0,0,0
South,Sikkim,0.896085714,0,0,0
South Andaman,Andaman  Nicobar,0.238844,0,0,0
South East,Delhi,0.2655,0,0,0
South Garo Hills,Meghalaya,0.275954795,0,0,0.551694521
South Goa,Goa,0.208181013,0,0.212805063,0.371059494
South Salmara Mancachar,Assam,0.095120833,0,0,0.075095833
South Tripura,Tripura,0.346917241,0,0,0.190353448
South Twentyfour Parganas,West Bengal,0.157977049,7.97E-05,0.332013443,0.055574754
South West,Delhi,0.522844444,0.148944444,0,0
South West Garo Hills,Meghalaya,0.179908824,0,0,0.575797059
South West Khasi Hills,Meghalaya,0.437988679,0,0,0.384466038
Srajpur,Chhattlsgarh,0.601530909,0,0,0.118275
Srat,Gujarat,0.058403468,0.006260694,0,0.665992486
Sri Muktsar Sahib,Punjab,0.804796226,0.123065094,0,0
Srikakulam,Andhra Pradesh,0.217463519,0.006029614,0.039218026,0.510478112
Srlnagar,Jammu And Kashmlr,0.487175,0.077475,0,0
Sub Urban Mumbai,Maharashtra,0.027805882,0,0,0.203411765
Subarnapur,Odisha,0.314595699,0,0,0.582016129
Sukma,Chhattlsgarh,0.6287,0,0.033199548,0.271758371
Sultanpur,Uttar Pradesh,0.708400926,0,0,0.237062963
Sundargarh,Odisha,0.652134794,0,0,0.254776804
Supaul,Bihar,0.342633696,0.425907609,0,0
Surendranagar,Gujarat,0.328788172,0,0.003401882,0.562236022
Surguja,Chhattlsgarh,0.898914557,0,0,0.048229114
Suryapet,Telangana,0.115001408,0,0.1837,0.332711268
Tamenglong,Manipur,0.199642857,0,0.224747899,0.384583193
Tapi,Gujarat,0.219027692,0,0,0.588313077
Tarn Taran,Punjab,0.835614433,0,0,0.039880412
Tawang,Arunachal Pradesh,0,0.069834021,0,0
Tehri Garhwal,Uttarakhand,0.643831013,0.002053797,0,0.002920253
Tengnoupal,Manipur,0.302070588,0,0.14444902,0.543945098
Teni,Tamil Nadu,0.198890351,0,0,0.667996491
Tenkasi,Tamil Nadu,0.130215929,0.001637168,0.194993805,0.509019469
Thane,Maharashtra,0.751954651,0,0,0.099480814
Thanjavr,Tamil Nadu,0.243207353,0,0,0.524891176
Thiruvananthapuram,Kerala,0.098472727,0,0.491879545,0.346069318
Thiruvarr,Tamil Nadu,0.103390909,0.003475,0,0.7358125
Thoubal,Manipur,0,0,0,0.77164
Tikamgarh,Madhya Pradesh,0.396001987,0,0,0.375821854
Tinsukia,Assam,0.744301974,0,0.007105263,0.094582895
Tirap,Arunachal Pradesh,0.105552083,0,0.133483333,0.29950625
Tiruchirapalli,Tamil Nadu,0.110284916,0,0.388564246,0.242905587
Tirunelveli,Tamil Nadu,0.226721154,0.035319231,0.167660256,0.385072436
Tiruppattr,Tamil Nadu,0,0,0.526565476,0.215997619
Tiruppr,Tamil Nadu,0.069009901,0,0.073228713,0.154082673
Tiruvallr,Tamil Nadu,0.105766667,0,0.126434921,0.346599206
Tiruvannamalai,Tamil Nadu,0.026484211,0,0.120722267,0.600776923
Tonk,Rajasthan,0.805070486,0.008821528,0,0.015083681
Trissr,Kerala,0.21023719,0,0.135103306,0.552316529
Tuensang,Nagaland,0.083268293,0,0.357908537,0.426667073
Tumakru,Karnataka,0.009195338,0,0.429494872,0.399974592
Tuticorin,Tamil Nadu,0.007340625,0.029685417,0.111602083,0.721316146
Udaipur,Rajasthan,0.46962094,0.007654915,0,0.014028419
Udalguri,Assam,0.886811905,0,0,0.028392857
Udham Singh Nagar,Uttarakhand,0.856883654,0.036313462,0,0
Udhampur,Jammu And Kashmlr,0.869234043,0,0,0
Udupi,Karnataka,0,0.158112925,0.644056463,0.147689116
Ujjain,Madhya Pradesh,0.012097934,0,0.02678843,0.909613636
Ukhrul,Manipur,0.377257831,0,0.142075904,0.4662
Umaria,Madhya Pradesh,0.414061202,0.127373224,0,0.284019126
Una,Himachal Pradesh,0.398120968,0.011925806,0,0
Unnao,Uttar Pradesh,0.797278689,0.10758306,0,0.005587978
Unokoti,Tripura,0.346473077,0,0,0.440642308
Upper Siang,Arunachal Pradesh,0.000476604,0,0,0.365096226
Upper Subansiri,Arunachal Pradesh,0.098144186,0.070128682,0,0.291949225
Usmanabad,Maharashtra,0.443344371,0,0.001595033,0.480573179
Uttar Bastar Kanker,Chhattlsgarh,0.880606007,0,0,0.088774558
Uttar Dinajpur,West Bengal,0.735860317,0.002388095,0,0.057180159
Uttara  Kannada,Karnataka,0.062636957,0.025971981,0.308412319,0.50913285
Uttarkashi,Uttarakhand,0.424564396,0.09480031,0,0
Vadodara,Gujarat,0.282350296,0.055136686,0,0.554033136
Vaishali,Bihar,0.532009877,0,0,0.197096296
Valsad,Gujarat,0.46122735,0,0.000983761,0.254937607
Varanasi,Uttar Pradesh,0.571340323,0.033598387,0,0.231590323
Vellore,Tamil Nadu,0,0,0.222795402,0.257148276
Vidisha,Madhya Pradesh,0.026468259,0,0.026483959,0.807050171
Vijayapura,Karnataka,0.317394245,0,0.000115108,0.60576259
Vikarabad,Telangana,0.01645302,0,0.136483221,0.69765906
Villupuram,Tamil Nadu,0.019616429,0.003036429,0.047940714,0.735125
Virudhunagar,Tamil Nadu,0.002561538,0,0.094453254,0.789414793
Visakhapatnam,Andhra Pradesh,0.087107576,0.001241558,0.149190909,0.543185281
Vizianagaram,Andhra Pradesh,0.1334932,0,0.1652748,0.6039444
Wanaparthy,Telangana,0.357874118,0,3.53E-06,0.266157647
Warangal Rural,Telangana,0.003207447,0,0.168490426,0.616203191
Warangal Urban,Telangana,0.06374,0,0.148237778,0.458848889
Wardha,Maharashtra,0.260878968,0,0,0.683542063
Washlm,Maharashtra,0.039119807,0,0,0.918926087
Wayanad,Kerala,0.179550588,0,0.18234,0.626492941
West,Sikkim,0.782482,0,0,0
West,Sikkim,0.782482,0,0,0
West,Sikkim,0.782482,0,0,0
West,Sikkim,0.782482,0,0,0
West,Sikkim,0.272383333,0,0,0
West,Sikkim,0.272383333,0,0,0
West,Sikkim,0.272383333,0,0,0
West,Sikkim,0.272383333,0,0,0
West,Delhi,0.782482,0,0,0
West,Delhi,0.782482,0,0,0
West,Delhi,0.782482,0,0,0
West,Delhi,0.782482,0,0,0
West,Delhi,0.272383333,0,0,0
West,Delhi,0.272383333,0,0,0
West,Delhi,0.272383333,0,0,0
West,Delhi,0.272383333,0,0,0
West Garo Hills,Meghalaya,0.044274074,0,0,0.873567593
West Godavari,Andhra Pradesh,0.103591515,0.005134242,0.165077273,0.548517273
West Jaintia Hills,Meghalaya,0.25274507,0,0,0.6056
West Kameng,Arunachal Pradesh,0.20214505,0.109259901,0,0.085930693
West Karbi Anglong,Assam,0.573062097,0,0,0.373758871
West Khasi Hills,Meghalaya,0.35190375,0,0,0.619694375
West Nimar,Madhya Pradesh,0.093300615,0,0.048908615,0.737242154
West Siang,Arunachal Pradesh,0.000694545,0,0,0.911572727
West Singhbhum,Jharkhand,0.342731944,0,0,0.285541319
West Tripura,Tripura,0.4807,0,0,0.145026316
Wokha,Nagaland,0.705178788,0,0,0.205059091
Y S R Kadapa,Andhra Pradesh,0.070371803,0,0.287761967,0.341841311
Yadadri Bhuvanagiri,Telangana,0.219512403,0,0.019087597,0.466844961
Yadglr,Karnataka,0.053065714,0,0.227713333,0.592637143
Yamunanagar,Haryana,0.719961429,0.000464286,0,0.031612857
Yanam,Puducherry,0.039644933,0,0,0.49449064
Yavatmal,Maharashtra,0.226602564,0,0,0.726630037
Zunheboto,Nagaland,0.389835938,0,0.19588125,0.349428125
